machineID,datetime,voltmean_3h,rotatemean_3h,pressuremean_3h,vibrationmean_3h,voltsd_3h,rotatesd_3h,pressuresd_3h,vibrationsd_3h,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,error1count,error2count,error3count,error4count,error5count,comp1,comp2,comp3,comp4,model,age,failure
3,2015-11-01 09:00:00,158.57908994957668,470.3908236528479,111.27815152475355,46.10056142224715,4.011714583094378,30.87214111553246,6.1374949087236566,3.0591566628128333,176.44882967866224,441.43950023272595,108.97661445388933,37.984221359568245,17.93091445476161,46.69871352691047,11.926924713601515,4.529898491888835,0.0,0.0,0.0,0.0,0.0,43.125,13.125,43.125,13.125,model3,8,none
1,2015-11-01 12:00:00,167.12165296834164,490.553397335093,94.7385771853864,44.59067655979944,17.02650273869888,69.88333300408489,8.709325716597187,9.26397650250925,180.4230882183624,412.5203800135544,104.49049094274737,41.46510836164396,14.382979621534032,57.424624645739385,11.41253674357486,4.468876644780168,0.0,0.0,0.0,0.0,0.0,30.25,15.25,150.25,15.25,model3,18,none
2,2015-11-01 12:00:00,146.27542494149714,471.6336482916191,109.35510921367322,45.43271663812334,9.053345787222714,39.12243990667704,10.861242163876796,0.06343699167634487,167.79550820395968,422.6693669068919,105.33906562930844,41.97608689703283,12.841847809915173,36.103763035380084,12.256940962587999,5.911567300106686,0.0,0.0,0.0,0.0,0.0,2.25,62.25,152.25,2.25,model3,7,none
3,2015-11-01 12:00:00,159.14821329578436,449.38586893668025,99.78731594355664,43.05347109994362,10.131239511342509,54.25123070403103,6.61351713182243,2.1782770915002585,174.77266743035742,438.9534399827538,103.41439854574361,37.856611028133365,9.725507660958133,58.42301159545491,6.856461995025196,4.106825259017115,0.0,0.0,0.0,0.0,0.0,43.25,13.25,43.25,13.25,model3,8,none
1,2015-11-01 15:00:00,167.35977109490528,405.05090293192217,85.53459599723709,43.348056265185456,25.574265335957136,29.62501572103372,10.336747132538186,2.132099735268325,173.84023153560193,417.83556956443374,110.24349167802329,41.11272468274378,16.190765845535847,37.78890391926043,6.866237236309093,4.03027611301045,0.0,0.0,0.0,0.0,0.0,30.375,15.375,150.375,15.375,model3,18,none
2,2015-11-01 15:00:00,167.5576043107493,444.6820359453913,105.55700760546516,35.61228466078285,12.032312338453911,58.14957996258914,6.050153111540368,2.933162788513638,163.04341838366375,453.4683923256143,101.82313989668471,36.97038601964932,17.268477347902504,59.52067983162891,9.685888071895906,5.127308770978965,0.0,0.0,0.0,0.0,0.0,2.375,62.375,152.375,2.375,model3,7,none
3,2015-11-01 15:00:00,188.0500460941353,468.4362896349973,97.9118061102635,45.23746364235161,4.5223722106882835,72.21961984320667,9.895401180168001,3.745248470462308,175.29801085834788,420.60856700846136,104.74195781367358,42.45250333926598,15.711361362450816,59.130629907689226,5.93547794833502,5.680002082477579,0.0,0.0,0.0,0.0,0.0,43.375,13.375,43.375,13.375,model3,8,none
1,2015-11-01 18:00:00,164.78739909125204,451.74212310880995,89.58922840208776,38.42320415820639,10.301478839036918,36.65188726762232,10.354604889838658,8.379941709854469,168.73153021749,461.4548450659256,101.6240235195896,41.466188984130795,14.635908429047197,61.5648718011386,9.965319702731026,6.2857984396344335,0.0,0.0,0.0,0.0,0.0,30.5,15.5,150.5,15.5,model3,18,none
2,2015-11-01 18:00:00,175.82647385259637,483.25833077880804,103.92573427891823,46.903837429914844,10.76013063149877,33.093110550860565,9.105785419128258,3.891269826137271,171.5184342277878,426.92325443138577,95.44274117108867,40.47306472834619,14.306640091179464,41.868485557576236,7.695199999188569,3.570546811070227,0.0,0.0,0.0,0.0,0.0,2.5,62.5,152.5,2.5,model3,7,none
3,2015-11-01 18:00:00,160.44154370474882,414.8309375125519,108.43121502279658,35.99455834568717,20.67114665755565,21.20442167102125,11.77166078976513,6.013816087859161,174.33148560858382,427.16748432011616,104.04080915203198,40.4837769534869,17.91976113996805,41.33370763999453,11.468892747043348,4.499736104137882,0.0,0.0,0.0,0.0,0.0,43.5,13.5,43.5,13.5,model3,8,none
1,2015-11-01 21:00:00,175.52274087054323,475.16063379878125,86.33233777598532,35.95820406263404,17.503710223895805,18.918436620948555,10.499595435342965,2.159665152568157,170.21950454012318,459.93663899440975,104.30295954952429,42.845262794208985,15.98106278270533,52.403062698269736,9.820956174026835,6.346582798296239,0.0,0.0,0.0,0.0,0.0,30.625,15.625,150.625,15.625,model3,18,none
2,2015-11-01 21:00:00,162.23597583029462,412.73088027135026,97.61078937107929,39.11883793844708,0.521422190109984,40.94593530025474,9.450397907358772,7.9215766681057875,165.060676313641,459.3248196420751,99.10152354042576,41.00376609745393,14.54894117692953,58.7449775969955,7.666273258953458,6.11121018197848,0.0,0.0,0.0,0.0,0.0,2.625,62.625,152.625,2.625,model3,7,none
3,2015-11-01 21:00:00,170.44034292041184,468.0471789058649,103.76197815927806,40.6146153626513,-2.0742494243135834,59.43246263976184,11.674257908043936,8.333413047626797,169.60113103722344,436.99027550707234,104.65009722688374,41.876191736385486,14.158363442291801,43.2295735903983,8.696901000175757,4.8564041643528295,0.0,0.0,0.0,0.0,0.0,43.625,13.625,43.625,13.625,model3,8,none
1,2015-11-02 00:00:00,168.85447755908524,472.6990290927952,110.47451710341727,45.37825878916303,15.659803809899202,20.04585106557613,5.075122464433305,3.5772116454336054,169.10392125586912,440.5981049301408,95.13583758366332,41.97576728911575,13.594137973393316,56.45298162893809,12.203585279530088,4.768076636820752,0.0,0.0,0.0,0.0,0.0,30.75,15.75,150.75,15.75,model3,18,none
2,2015-11-02 00:00:00,179.26098335669985,409.5899153264583,97.35521111623878,35.574885928685696,21.620081858888227,10.948494213889816,10.390137177788391,6.015788348107501,177.70739314393842,426.81938872554133,106.85211390102138,36.78020976748251,16.758553108039905,61.65132847240117,9.031865788787949,5.242518061588602,0.0,0.0,0.0,0.0,0.0,2.75,62.75,152.75,2.75,model3,7,none
3,2015-11-02 00:00:00,172.7836740413738,395.8588570627659,106.5564035867522,40.05957159470699,17.98795655405293,34.81732708997027,6.73813362735838,3.1315959514411125,167.01363521454942,467.84919377411705,104.951612056254,41.84021693376417,18.451203439681443,42.1282348792742,10.455295028169894,4.901867611387401,0.0,0.0,0.0,0.0,0.0,43.75,13.75,43.75,13.75,model3,8,none
1,2015-11-02 03:00:00,197.66445781040775,397.1892927686848,102.79496719698247,40.89494405924337,2.9986596289525007,49.216719452609205,11.24668879897889,2.03800535962349,174.73785395375972,434.47475026206854,99.975619607305,37.964533827519176,14.579544221821113,62.221706038113275,9.723736216141734,5.6339609172627005,0.0,0.0,0.0,0.0,0.0,30.875,15.875,150.875,15.875,model3,18,none
2,2015-11-02 03:00:00,173.44469417149054,438.10112088823297,103.9824836332088,40.90271987641053,3.4368018281426505,76.38058001264825,3.3147731105769864,2.570119728850089,167.5872516968866,434.2213776025621,99.33036665577578,40.8655638453905,17.34605447679945,46.15378363530862,9.31906399917426,5.896269623625004,0.0,0.0,0.0,0.0,0.0,2.875,62.875,152.875,2.875,model3,7,none
3,2015-11-02 03:00:00,165.78517779834996,484.5425013934012,97.94641434290442,41.79128900523809,11.681964637033131,8.111765305684486,10.23215760420881,5.691426223482639,174.40205424915024,432.4133559306923,100.62612780647315,40.03701606074397,17.615098922615413,48.35820039314229,4.890056682115384,4.2004974337003675,0.0,0.0,0.0,0.0,0.0,43.875,13.875,43.875,13.875,model3,8,none
1,2015-11-02 06:00:00,172.15608429394374,412.33349154994454,106.76538154802144,42.30016334540207,16.054539660469874,21.45528565965671,15.532630058570259,6.437374480958249,173.2574037183599,459.21613166764354,99.50040366411527,43.031733089362056,12.153610183366782,47.01994555905842,11.622966316984378,4.63851118467032,0.0,0.0,0.0,0.0,0.0,31.0,16.0,151.0,16.0,model3,18,none
2,2015-11-02 06:00:00,161.22794532778008,411.91509131932673,108.47097115432247,40.394311889357695,14.126912833643308,84.54492680840464,6.0269878454508365,3.9361431253955885,161.7287903713083,440.74459914364,97.00091558284753,39.056691920013485,14.916421024584746,44.608844878928046,9.14318997852915,6.200342387475239,0.0,0.0,0.0,0.0,0.0,3.0,63.0,153.0,3.0,model3,7,none
3,2015-11-02 06:00:00,178.3513792274405,484.46114192620735,105.09615486653458,42.480566389555996,14.552769906218339,42.150869155906975,5.810030411887946,2.9025118835647676,170.97835998191283,460.2896005427717,95.00438364252464,41.578824285716316,11.922684473370229,39.490609036030044,12.492156816767537,6.190277797543354,0.0,0.0,0.0,0.0,0.0,44.0,14.0,44.0,14.0,model3,8,none
1,2015-11-02 09:00:00,168.0864256780946,492.49051947030426,98.05408627232413,42.887433825888436,13.16413171858607,43.00943420619512,15.728410156468442,3.378328334351137,168.46579027607316,448.9881480103194,101.22450583017678,37.89429928142184,16.735501654896908,37.97143497627495,9.884039018371336,5.526683500163752,0.0,0.0,0.0,0.0,0.0,31.125,16.125,151.125,16.125,model3,18,none
2,2015-11-02 09:00:00,180.2912102857711,419.94094011293225,94.20418377077914,38.168940732290174,19.302687404994714,70.7892811957793,14.588345497997462,0.8508232666008957,163.99749423315538,468.9240813487974,98.80581489909939,41.05610646489623,16.650950139826797,58.585186257369145,12.042498858123109,4.25067581395977,0.0,0.0,0.0,0.0,0.0,3.125,63.125,153.125,3.125,model3,7,none
3,2015-11-02 09:00:00,175.55561097197702,450.18183382441606,98.71297765401519,44.95574893272128,14.475172970592004,53.58446563660592,17.194286036686933,5.488810416599927,169.46157905542077,435.474856366122,101.12463177666089,42.05756852732861,15.215276911567367,55.82264287809493,8.072262925684653,5.835270488202269,0.0,0.0,0.0,0.0,0.0,44.125,14.125,44.125,14.125,model3,8,none
1,2015-11-02 12:00:00,169.79579174045094,456.5659825740258,98.92546551431826,46.72786990710243,16.529878305858983,44.548628684623345,14.139494772724506,1.8286388721833355,165.02458202254402,446.7378627255726,95.20252432872935,38.97043096046314,13.906006809294357,53.096034263660805,10.496309246141896,4.795860597464357,0.0,0.0,0.0,0.0,0.0,31.25,16.25,151.25,16.25,model3,18,none
2,2015-11-02 12:00:00,164.63656592909345,463.0051369291086,101.35392021603215,42.18737745603634,28.65709669560669,26.33237088637046,7.555095843773421,3.821848954886952,167.64680804497502,438.8102198636118,100.40088532772045,37.99239272615668,13.212820235351849,48.82699551576773,10.133872772259338,6.733156822964343,0.0,0.0,0.0,0.0,0.0,3.25,63.25,153.25,3.25,model3,7,none
3,2015-11-02 12:00:00,167.551275289991,378.78669314328437,99.63458085772186,40.3902215798981,25.301734104963025,16.781843763115184,5.161167952710796,8.375214235929622,170.267740225589,421.19147551827314,105.30727622419438,40.36571303831247,12.138493933664417,52.248549090528066,11.491541807776596,4.6036330397437,0.0,0.0,0.0,0.0,0.0,44.25,14.25,44.25,14.25,model3,8,none
1,2015-11-02 15:00:00,184.8711405981714,482.8476577343238,83.55765791372022,40.135643343020604,17.8799971149231,10.20286716544613,8.914030417664469,3.6087528924724346,170.77607731673464,471.0647920496481,98.98924681971745,39.34732850498348,15.238998615570393,40.404106517970575,11.261633344086912,4.751503368034221,0.0,0.0,0.0,0.0,0.0,31.375,16.375,151.375,16.375,model3,18,none
2,2015-11-02 15:00:00,166.01102479329543,459.69200439662933,102.42479403188678,40.23938254826301,18.990102559138364,25.233743682377305,12.088953549877216,5.353440367765937,165.748168779923,444.2950139223166,101.24022877096198,38.423751974821066,13.557206488789477,39.519558614779726,10.03234739824494,4.8530781414787745,0.0,0.0,0.0,0.0,0.0,3.375,63.375,153.375,3.375,model3,7,none
3,2015-11-02 15:00:00,162.26596390042764,460.2228898801813,93.15695731663968,38.90984563760662,13.324680256979757,58.59638982947028,12.849292705422917,6.180214515368194,166.57356782817305,444.850089496838,103.34690924583705,38.7955456128575,17.08838136822654,45.18059503343605,11.4904715028176,4.580375925503754,0.0,0.0,0.0,0.0,0.0,44.375,14.375,44.375,14.375,model3,8,none
1,2015-11-02 18:00:00,169.90167547901953,435.4629609030473,103.07656731705333,38.50714548124088,19.6226246569162,47.95932439872094,8.881991691589027,4.820573647149465,170.25204021580456,441.43370977408046,102.9477460127495,41.14839185208881,17.08480563575233,55.778935320907166,12.500058319917517,4.342627649733149,0.0,0.0,0.0,0.0,0.0,31.5,16.5,151.5,16.5,model3,18,none
2,2015-11-02 18:00:00,169.87379666039385,436.4446660349854,90.5271328895997,41.36300914849934,16.77832948787377,44.09377438668776,5.124514669371205,8.360822387228131,164.4961078257983,434.51908111459477,101.0377440970526,40.9279234130755,13.623151768400659,47.969711183748856,10.94164415780169,4.396567787017286,0.0,0.0,0.0,0.0,0.0,3.5,63.5,153.5,3.5,model3,7,none
3,2015-11-02 18:00:00,175.273844363841,433.60900142310584,94.08435385190396,35.774584495364806,11.030328209469175,51.7939886792409,5.600488829459105,6.321519211368918,170.10407056218386,404.4025164212626,102.07371650234131,40.50220293686022,16.407778242561147,44.773227231042966,12.432702467504509,3.575774025216898,0.0,0.0,0.0,0.0,0.0,44.5,14.5,44.5,14.5,model3,8,none
1,2015-11-02 21:00:00,181.59425897993503,432.1715228702793,104.13279779732675,39.124667886065296,8.850793680742079,71.96574521145894,10.184648521987892,7.569031276885852,172.72790872884093,450.100211415234,106.99348851702744,39.82728409479244,13.572836765576671,50.71030921945725,7.988193760556798,5.118887920053619,0.0,0.0,0.0,0.0,0.0,31.625,16.625,151.625,16.625,model3,18,none
2,2015-11-02 21:00:00,179.42337766036613,468.1948175450179,104.02519185376676,40.20777766503079,16.80440752575255,30.288550236111032,9.348812986433497,6.385983277526892,173.8666286711351,451.64218676049455,102.68828819980753,40.420300394503336,13.41395547619491,49.225540388002024,8.12899358305425,6.8838921944978635,0.0,0.0,0.0,0.0,0.0,3.625,63.625,153.625,3.625,model3,7,none
3,2015-11-02 21:00:00,181.05296327902104,465.8514339210975,114.82082170945353,42.31224729929162,19.272845539502836,69.87855670528765,3.6949671899089918,4.828761721913555,168.39585484159105,459.8958361833694,103.70997590881983,40.86947413178424,16.165499205231693,40.59543083219865,9.410667826206035,4.8553360244206445,0.0,0.0,0.0,0.0,0.0,44.625,14.625,44.625,14.625,model3,8,none
1,2015-11-03 00:00:00,153.81334392025832,399.6413393852441,96.90460912984437,34.01032418191035,15.37222799219777,83.48031568664851,16.28661184175887,4.399470008793641,174.4203406103965,377.89904770818396,104.82049502619472,39.36168431006404,14.866408833598145,56.02114566087694,9.047589912339236,4.639051830851061,0.0,1.0,1.0,0.0,0.0,31.75,16.75,151.75,16.75,model3,18,none
2,2015-11-03 00:00:00,169.18012354422666,451.01510085647067,99.69109547939212,38.501511282162284,7.390505718845451,42.9207860552776,6.998408146814986,4.54604983366164,171.11424092463844,451.2678667528381,98.56223476939252,40.35272790826699,15.277256212557106,55.34594363472838,8.109418057956525,5.6083886471374464,0.0,0.0,0.0,0.0,0.0,3.75,63.75,153.75,3.75,model3,7,none
3,2015-11-03 00:00:00,181.58106608312943,506.51428121016136,94.03080165792163,43.57195582020944,23.211581096576438,22.957700153944785,4.173194612189884,5.1672813091008285,163.0917973160181,474.2295512669283,104.33883273122751,43.328426486936856,13.972151303461171,52.214739366260275,11.530330304993042,4.4620286131001174,0.0,0.0,0.0,0.0,0.0,44.75,14.75,44.75,14.75,model3,8,none
1,2015-11-03 03:00:00,173.87317112767596,345.6558092466982,91.8539351770604,45.477753364988224,1.8297444541697399,42.35216513224347,3.974777491562707,1.6819857501722164,174.6722614102038,375.0866761581701,99.17814851260373,37.78279496135574,13.026230387705214,46.591954635571895,10.627548686971808,5.250011982200994,0.0,1.0,1.0,0.0,0.0,31.875,16.875,151.875,16.875,model3,18,comp2
2,2015-11-03 03:00:00,156.44028433072745,413.9249025809354,87.60271561324697,43.410683646529634,15.723936087596627,24.239738085029003,5.095988126290245,3.473661964470735,173.10614644185867,495.7415959162108,100.52567077364162,37.9759803003655,18.33921892828354,47.544681513418105,12.01643437959075,3.9771187425717476,0.0,0.0,0.0,0.0,0.0,3.875,63.875,153.875,3.875,model3,7,none
3,2015-11-03 03:00:00,157.2384725639993,425.6058848165485,106.50200161019744,39.705826315363524,13.611112038279156,12.974315302680573,4.811383974145531,3.8613251437009097,176.0517703733219,453.2738428791677,93.22663482977086,43.48162181760543,15.3684557921611,44.925143827336484,10.407746712048231,5.545478523816971,0.0,0.0,0.0,0.0,0.0,44.875,14.875,44.875,14.875,model3,8,none
1,2015-11-03 06:00:00,167.49086516781,424.4864378671699,102.93285671989794,39.28797863795375,11.937120527864007,41.8069035109025,5.841309744017041,3.8959532032246895,172.81927201892148,374.1758420697043,98.83052884350903,38.086507550883425,13.912125252895079,59.93254877377881,8.043498175912195,5.617645552377772,0.0,1.0,1.0,0.0,0.0,32.0,17.0,152.0,17.0,model3,18,comp2
2,2015-11-03 06:00:00,185.3084875056953,462.08614028332624,104.30132202488957,41.873779654445364,3.951298812956283,15.721242357295889,8.331073339380131,2.0958424306787036,173.1719420220469,429.07316640862695,100.56571169348301,38.891112112402816,14.697263338410817,49.803406017215934,11.312571621429385,4.7214227397221755,0.0,0.0,0.0,0.0,0.0,4.0,64.0,154.0,4.0,model3,7,none
3,2015-11-03 06:00:00,175.84838562407177,424.69063897262106,99.26914405091915,37.680147418037606,3.730655736783195,54.68391135124904,13.093916964542125,8.67427402245581,166.23204984150095,425.6041381453751,104.89956308859367,43.38618105634145,15.306856088893474,49.89887639006899,12.755376297238024,5.276401689759181,0.0,0.0,0.0,0.0,0.0,45.0,15.0,45.0,15.0,model3,8,none
1,2015-11-03 09:00:00,182.26217410252886,367.04229140286526,96.90642214115344,38.10695574715988,15.351297159920943,39.06834393800702,8.177022545318934,3.4882875998144467,172.05075428485875,374.98900166772927,98.62676136895941,38.09488440925686,14.894258365284722,54.250071326523226,9.190000256293224,4.048374934831305,0.0,1.0,1.0,0.0,0.0,32.125,17.125,152.125,17.125,model3,18,comp2
2,2015-11-03 09:00:00,174.2817586501174,448.4037146093378,110.10024882424773,36.52355043032456,15.490478328985644,50.228185061356584,11.775755908293327,5.0858159704517245,168.19331413020655,416.7249353746767,97.14229356621763,40.25052015007389,9.372977676685707,49.50224939646423,10.41678534407823,4.976122972335436,0.0,0.0,0.0,0.0,0.0,4.125,64.125,154.125,4.125,model3,7,none
3,2015-11-03 09:00:00,193.87345299634057,394.5295231724147,92.42374463276977,42.4708324301997,22.962632480721247,56.9995072509114,16.263516694909757,9.475910058227935,175.1188438991873,438.9808589946297,105.63231450947588,42.990246863635896,18.63050394308497,58.92973562288952,12.83838420114717,5.521466516632735,0.0,0.0,0.0,0.0,0.0,45.125,15.125,45.125,15.125,model3,8,none
1,2015-11-03 12:00:00,158.26529648337038,412.53779053000204,103.32051603485328,38.73599775754046,3.1539657968462844,94.58083813113883,4.4988640232548125,4.439822193660625,169.96280478020435,378.0597253461757,97.1461786489192,39.51967442980848,13.196589890039322,53.164086108700744,8.406842219702177,5.135566625173125,0.0,1.0,1.0,0.0,0.0,32.25,17.25,152.25,17.25,model3,18,comp2
2,2015-11-03 12:00:00,164.6942298410282,455.17125702467507,101.20687755373761,38.3776245442267,2.7814402392171313,62.050257149968125,12.970951371895662,3.6239600044114098,174.6681178011349,436.3990561579238,105.25457327848967,38.204673986752724,14.832070794100343,43.497717467307154,10.433586249178564,4.538158717714705,0.0,0.0,0.0,0.0,0.0,4.25,64.25,154.25,4.25,model3,7,none
3,2015-11-03 12:00:00,168.551575221222,395.0491458568431,93.05817751606185,40.546885898039164,20.370172294144574,4.60355482679239,6.160344347013953,6.703944115318377,170.07505922482184,454.25015586657753,93.95707294650101,43.8287057911665,15.490464506961485,53.4691873219987,7.9917664183365975,5.762019717669117,0.0,0.0,0.0,0.0,0.0,45.25,15.25,45.25,15.25,model3,8,none
1,2015-11-03 15:00:00,177.80139427635166,323.7175770483125,96.55327877357732,41.16835736410697,14.767858419473338,35.26593709865854,6.817829937458737,9.209019462274238,172.7834760790476,378.320258843453,98.55712963902852,39.10374064571826,14.481738625570713,50.81688738514815,8.242300670457437,4.843332357653718,0.0,1.0,1.0,0.0,0.0,32.375,17.375,152.375,17.375,model3,18,comp2
2,2015-11-03 15:00:00,154.69159591023342,374.69019522448525,96.29095896956788,31.955412137817916,2.711473573014132,63.83799204013549,5.479721999578034,0.7424819892731396,180.74361237092893,442.55481291558493,97.03579362029446,40.83687316783467,12.445237256908083,57.43203336438351,13.327069560831188,5.525345687662481,0.0,0.0,0.0,0.0,0.0,4.375,64.375,154.375,4.375,model3,7,none
3,2015-11-03 15:00:00,179.72807663640475,493.37719190379306,97.4905233268044,35.15370727631116,10.837132291738335,44.148198787582444,11.671657960917795,10.960479982748339,181.01762994325924,475.6251538148848,102.81245936064755,42.65022081547418,15.949506703328518,44.71841093632277,11.27746111696087,4.892220058293778,0.0,0.0,0.0,0.0,0.0,45.375,15.375,45.375,15.375,model3,8,none
1,2015-11-03 18:00:00,169.07681617328964,369.22922431060306,88.61734287356322,41.67535801580993,10.688304579210998,39.10144709716898,15.08869015179237,6.889839661962176,174.1027883138906,369.7561524137756,100.60768440025511,38.2514087812078,13.243963486997643,46.314970377531516,9.994265054486183,4.925540684879376,0.0,1.0,1.0,0.0,0.0,32.5,17.5,152.5,17.5,model3,18,comp2
2,2015-11-03 18:00:00,165.38020939786347,468.95810099870107,104.49403349165283,39.4590472550452,13.705310144562205,36.14496827401917,5.18118176762516,4.971980188614312,168.24737049100108,428.50109481364035,100.2043253421697,40.219197748529474,11.266773813355877,56.095601075254095,11.979468673401668,3.745091827730409,0.0,0.0,0.0,0.0,0.0,4.5,64.5,154.5,4.5,model3,7,none
3,2015-11-03 18:00:00,177.3112213616577,446.8390044679343,108.35243811276598,40.47421502054557,29.733805165083385,24.86629649834549,17.5501787596489,7.835780946441246,169.42185409407614,415.22114256353905,106.7153176343304,39.89937284593115,13.757524136299836,42.673726356825505,10.37847607786196,3.9906772627008817,0.0,0.0,0.0,0.0,0.0,45.5,15.5,45.5,15.5,model3,8,none
1,2015-11-03 21:00:00,172.65752181036535,401.3592692001379,100.32810513418138,39.17258778829902,0.17517277745110782,47.65662951024638,2.707993142593315,5.4318681077631,172.62654518712236,364.13933892618655,102.27281558886108,41.373052133732195,14.97914871608827,58.30784062848845,9.566822751532904,5.120982593092697,0.0,1.0,1.0,0.0,0.0,32.625,17.625,152.625,17.625,model3,18,comp2
2,2015-11-03 21:00:00,177.19727945486986,454.67279038467694,107.59769338107986,37.213674439909056,-3.0441310456514543,73.95074851908733,7.949609730152415,3.780612478847264,165.52540571071748,419.31986672862524,99.69587852692152,39.21762086547663,11.909141573695143,49.11249297782077,11.089617749971493,5.31196891646205,0.0,0.0,0.0,0.0,0.0,4.625,64.625,154.625,4.625,model3,7,none
3,2015-11-03 21:00:00,174.2248793566055,444.1853902810258,105.61796505074133,44.56592335114387,9.780387481615486,-9.267430092602169,5.372495949831371,4.138642830445935,167.91238596831752,455.76602522250573,104.69231933840577,38.49047413463787,20.05598874152066,49.756208050841714,9.38524070981276,5.157844092981375,0.0,0.0,0.0,0.0,0.0,45.625,15.625,45.625,15.625,model3,8,none
